UID,Project Code,Account Manager,Client,Project Name,Opp Status,Status,Decision,Final Amount,Encoded Date,Date Received,Client Deadline,Remarks
"61b9309c-be8d-4856-bb69-922b080426cc","CMRP25050241","NSG","Twinfra Corporation","Twinfra Wincc & Step 7 License","OP30","Submitted","GO","428023.03","2025-05-21T16:00:00.000Z","2025-05-21T16:00:00.000Z","2025-05-22T16:00:00.000Z",""
"e3424d73-00dc-411d-8a10-8724f81cc6ec","CMRP","JMO","URC BCFG","URC Canlubang_Rehab of Intercom & Paging System (PR 1200017421)","","No Decision Yet","DECLINE","","2025-05-20T16:00:00.000Z","2025-05-20T16:00:00.000Z","2025-05-29T16:00:00.000Z",""
"c829f896-1584-4064-8456-c9d937688e18","CMRP25030261","JMO","URC BCFG","URC Canlubang_Rehab Elec'l Control Panel Corn Cleaner Area Chippy Line (PR 1200017969)","OP100","Submitted","GO","1115930.10","2025-05-20T16:00:00.000Z","2025-05-20T16:00:00.000Z","2025-05-29T16:00:00.000Z","23May RJ/JMO assess, budgetary 30May: Won 12Aug SSW; Cables for OSM to meet 1M  budget; 04Sep Budget allocation from other project, PO for approval:
11Sep PO  0400186289 received"
"60a44b0b-9eea-4f91-ad6a-9965084d04a3","CMRP","JMO","URC BCFG","URC Sn Pedro 2_Supply/Install Potential Transformer (34.5KV/1.732) @ MDP (PR 1000145075)","","","DECLINE","","2025-05-20T16:00:00.000Z","2025-05-20T16:00:00.000Z","2025-05-26T16:00:00.000Z","22May JEB Decision decline, no experience on 34.5KVA"
"d450d9fe-8047-4a72-a205-5711edbddcd8","CMRP25030262","JMO","URC BCFG","URC Canlubang_Rehab of Elec'l wiring Bakery Line 1 (PR 1200018084)","OP60","Submitted","GO","715000","2025-05-20T16:00:00.000Z","2025-09-15T16:00:00.000Z","2025-09-15T16:00:00.000Z","08Aug Site Pre-Bid by Ian: 
15Aug Budgetary;
04Sep Boni ff-up Mam Laiza: 
16Sep SSW invite by Mam Laiza"
"17c42305-ae03-42e8-9106-a0fd922880d4","CMRP25050218","NSG","STMicroelectronics, Inc.","STMicro Supply of Belimo Actuators","OP90","Submitted","GO","669418.97","2025-05-20T16:00:00.000Z","2025-05-20T16:00:00.000Z","2025-05-20T16:00:00.000Z","Requesting discounted price - STmicro"
"fa570988-4f98-4a33-8773-e722fa99a6cf","CMRP","JMO","Maynilad Water","Maynilad_OH & Fabricatte Screw Press Deawatering System100 Perforated screen","","","DECLINE","","2025-05-19T16:00:00.000Z","2025-05-19T16:00:00.000Z","","Mechanical works not CMR Expertise"
"756907fc-380e-4481-ae8e-3809dd719e34","CMRP25040191","NSG","Laguna Water","Laguna Water Supply of 650 VA UPS","OP100","Submitted","GO","83482.14","2025-05-19T16:00:00.000Z","2025-05-19T16:00:00.000Z","2025-05-19T16:00:00.000Z",""
"001399c5-b949-4214-94d2-038b27f7b081","CMRP","JMO","URC BCFG","URC Pam 1_Installation of Lightings at Bakery DC Tunnel (PR 1000148146)","","","DECLINE","","2025-05-18T16:00:00.000Z","2025-05-18T16:00:00.000Z","2025-05-30T16:00:00.000Z","No available parts prices from Neil"
"e3380f42-adf5-4c21-8368-4d7bdfa165f2","CMRP","JMO","URC BCFG","URC Pam NLDC_Annual PMS of FDAS (PR 1000148564)","","","DECLINE","","2025-05-18T16:00:00.000Z","2025-05-18T16:00:00.000Z","2025-05-25T16:00:00.000Z","29May; No FDAS Plan, for creation by bidder"
"444dfd0a-e690-4241-a4c6-02823fbba810","CMRP25050227","NSG","ACEN","SLTEC Supply of Siemens VFD","OP30","Submitted","GO","204362.19","2025-05-18T16:00:00.000Z","2025-05-15T16:00:00.000Z","2025-05-19T16:00:00.000Z",""
"e6db2fc0-aff8-4fc6-857b-48187e99e192","CMRP25050264","JMO","URC BCFG","URC SP-2_Upgrading Control For Potato Chips Line Fryer (PR 1200016898)","OP30","Submitted","GO","2117036.06","2025-05-18T16:00:00.000Z","2025-07-22T16:00:00.000Z","2025-07-22T16:00:00.000Z","20May, Pre-Bid, 03Jun rev0; 23Jul rev01 BoM-based"
"7955a10c-dd00-463f-bf07-567dd6edc790","CMRP25060280","JMO","URC BCFG","URC SP-2_Packaging Controls (CONBAR FFS) Upgrade PH 1 (PR 1200017139)","LOST","Submitted","GO","2311607.15","2025-05-18T16:00:00.000Z","2025-09-08T16:00:00.000Z","2025-09-08T16:00:00.000Z","20May, Site Pre-Bid RJTR & JMO; 
20June Budegtary submitted;
Sir Jhun C Sent invite for 09Sep SSW:
09Sep RJ Submitted BAFO for SSW;
16Sep Lost SSW per buyer's advice"
"b6a842ff-9650-4a33-b501-ba597b675000","CMRP","JMO","URC BCFG","URC Pam 1_Installation of 12 units Solar Perimeter Lightings (PR 1000148145)","","","DECLINE","","2025-05-18T16:00:00.000Z","2025-05-18T16:00:00.000Z","2025-05-30T16:00:00.000Z","No available parts prices from Neil"
"3906dda7-8a9a-457e-824a-63cb2642d529","","","","Siemens ACI Boysen GenTri Control Upgrade Engineering Services","","","","","2025-05-18T16:00:00.000Z","","","May19: RJR to sched for prop"
"3e2ccd48-c753-4f88-8c56-5e938ee6c1ba","CMRP","JMO","URC BCFG","URC Pasig Pinagbuhatan DC_Installation of Hochiki FDAS","","","DECLINE","","2025-05-18T16:00:00.000Z","2025-05-18T16:00:00.000Z","","19May, clarify Dahua acceptable; 20May, FDAS PMS per end-user"
"d8489227-42d2-438b-afb0-23375e899ab0","CMRP25050231","NSG","Digitally Intelligent Facility Systems, Inc.","Difsys Supply of Siemens FACP","OP30","Submitted","GO","207403.47","2025-05-18T16:00:00.000Z","2025-05-18T16:00:00.000Z","",""
"53f69fa2-507f-4e40-9574-d9a05683a35b","CMRP","JMO","URC SURE","SONEDCO_Boiler# 5 Automatic Fire Suppression System (PR 1200015592)","","No Decision Yet","DECLINE","","2025-05-15T16:00:00.000Z","2025-05-15T16:00:00.000Z","2025-05-22T16:00:00.000Z","For JEB's Decision to quote;May19: for decline"
"d8426941-645b-48dc-9402-3224984a5b3c","CMRP25050266","JMO","URC BCFG","URC-Cal 2_SCHAAF2 Seasoner Panel Rehab (PR 1200017229)","OP100","Submitted","GO","124881.4","2025-05-15T16:00:00.000Z","2025-05-15T16:00:00.000Z","2025-05-22T16:00:00.000Z","PO# 400169096 24-June-2025; Due 31-Dec"
"2d8fe9f6-efe1-4db5-81ef-a5c04c40f3ee","CMRP25040200","NSG","Unilab","Unilab Mini Glatt","OP100","Submitted","GO","540000","2025-05-15T16:00:00.000Z","2025-05-15T16:00:00.000Z","",""
"59c2df35-55ce-44ec-91ef-e8a5e01dfc4d","","CBD","Megaworld","Upper East No.1 EE & Aux 3F Hallway","","","DECLINE","","2025-05-14T16:00:00.000Z","2025-05-13T16:00:00.000Z","2025-05-15T16:00:00.000Z","subcon in Bacolod"
"d473976e-2daf-448d-9ece-8b2b6c1edb1f","CMRP25010004","NSG","​Northern Cement ​Corporation","NCC Maintenance of Line A Fire Detection Alarm System","OP90","Submitted","GO","2077189.58","2025-05-14T16:00:00.000Z","2025-05-14T16:00:00.000Z","2025-05-14T16:00:00.000Z",""
"0ee24ca7-6821-4d3e-a64a-d8eb4f0a1ef4","CMRP25050224","NSG","Purefoods-Hormel Co","PHC P2 BBF Expansion Line - Supply and Delivery of Medium Voltage System Equipment","OP30","Submitted","GO","67252089.29","2025-05-14T16:00:00.000Z","2025-05-14T16:00:00.000Z","2025-05-14T16:00:00.000Z",""
"8a96c42f-ad23-4d6d-a0ab-b218ca115fc2","CMRP25050232","CBD","SMC","MRT7 Station 8 EE & FDAS","Inactive","Submitted","GO","65169165.04","2025-05-14T16:00:00.000Z","2025-05-12T16:00:00.000Z","","May 19: on going"
"ed137203-547b-4b07-8094-4deecf8852c8","CMRP25050210","CBD","SMC","MRT7 Station 9 ECB for UPS","LOST","Submitted","GO","659680.64","2025-05-14T16:00:00.000Z","2025-04-27T16:00:00.000Z","2025-05-08T16:00:00.000Z",""
"692341f0-bf8b-433d-afff-c6c6761a000e","CMRP25050246","CBD","Applied Thermal Technology Solution Corporation","RCBC Chiller #4 ACB Wirings","Inactive","Submitted","GO","2851612.65","2025-05-14T16:00:00.000Z","2025-05-12T16:00:00.000Z","","cancelled"
"48425399-c71b-4e64-8a65-ce24fa7b2313","CMRP","JMO","URC BCFG","URC Bagumbayan_Installation of Additional CCTV at DC Warehouse (PR 1200017729)","","","DECLINE","","2025-05-13T16:00:00.000Z","2025-05-13T16:00:00.000Z","","Existing CCTV for Repair not Upgrade"
"a1a6f564-32b7-4220-b6df-a7d4f219bfcf","CMRP25050233A","JMO","URC BCFG","URC Malvar_Elec'l Works for Utilities Power Distribution (OPTION 2 Wires OSM)","LOST","Submitted","GO","26406529.32","2025-05-13T16:00:00.000Z","2025-06-08T16:00:00.000Z","2025-06-09T16:00:00.000Z","26May Budgetary, 09June rev02 clarif offer; 10June SSW won by Calamba Allied"
"48b1ee18-956a-4ea6-8ced-eb9e2949384c","CMRP25050233","JMO","URC BCFG","URC Malvar_Elec'l Works for Utilities Power Distribution (Option 1 All In)","LOST","Submitted","GO","26406529.32","2025-05-13T16:00:00.000Z","2025-06-03T16:00:00.000Z","2025-06-09T16:00:00.000Z","15May Pre-Bid; 26May Budgetary, 10June OPTION 2 (OSM) prefer"
"5a700f48-305b-43f9-b8eb-b7aebf80daa1","CMRP25050221","LOS","NCC","NCC FDAS FOR EMPLOYEES QUARTERS - INSTALLATION WORK","OP60","Submitted","GO","2154050.43","2025-05-13T16:00:00.000Z","2025-05-08T16:00:00.000Z","2025-05-21T16:00:00.000Z","May19: to be quoted by Difsys"
"1caeedfa-152c-46bb-8344-27eb4e3617b5","CMRP25040183","NSG","Twinfra Corporation","Twinfra Suppy of Siemens Components and VFD","OP100","Submitted","GO","106992.23","2025-05-12T16:00:00.000Z","2025-05-12T16:00:00.000Z","2025-05-12T16:00:00.000Z",""
"5ef79e72-da9b-4e54-ae06-f8ac254dfb4a","CMRP25050219","NSG","STMicroelectronics, Inc.","STMicro Supply of Thermowell and Temperature Sensor","OP30","Submitted","GO","231669.38","2025-05-12T16:00:00.000Z","2025-05-12T16:00:00.000Z","2025-05-15T16:00:00.000Z","May19: RJR to endorse previous quotation"
"41c6394e-c194-409b-8923-8a82e4ea8662","CMRP25050220","NSG","Advantage Concrete Industries Corporation","ACIC Supply of Electrical Components and Panel","OP100","Submitted","GO","15508.63","2025-05-12T16:00:00.000Z","2025-05-07T16:00:00.000Z","2025-05-13T16:00:00.000Z",""
"3665859d-2187-4501-bab9-814f49562ef6","CMRP25050225","JMO","URC AIG","UCP Pasig_ Install CCTV System @ Kennel & Cattery Areas (OPTION 1)","OP100","Submitted","GO","419642.85","2025-05-07T16:00:00.000Z","2025-06-16T16:00:00.000Z","2025-06-16T16:00:00.000Z","PO# 400177445 07-July-2025; Due 14-Sep PCAB required"
"c253ac7e-d6a9-4aa4-806a-9bf237d44c9e","CMRP25050240A","JMO","URC AIG","UCP Pasig _Installation of CCTV System at Silo Area","OP60","For Revision","GO","1416878.21","2025-05-07T16:00:00.000Z","2025-09-15T16:00:00.000Z","2025-09-25T16:00:00.000Z","09May Pre-Bid: 13May Ocular, Budgetary submitted 26May;
12Sep On Line Rebid w/ updated BoM/SOW, for 15Sep Site Re-Assessed  by Ian:
16Sep Final BoM received"
"04ecb588-52c7-48b8-bb0f-826724cbb56b","CMRP","JMO","URC AIG","UCP Pasig_Telephone System Improvement (Phase 1)","","","DECLINE","","2025-05-07T16:00:00.000Z","2025-05-07T16:00:00.000Z","",""
"8fbb47f1-fb4b-4ab6-be59-e0e9bc515bd0","CMRP25020225A","JMO","URC AIG","UCP Pasig_ Install CCTV System @ Kennel & Cattery Areas (OPTION 2)","Inactive","Submitted","","386363.93","2025-05-07T16:00:00.000Z","2025-05-07T16:00:00.000Z","2025-06-16T16:00:00.000Z","17June OPTION 1 preferred for PO"
"2fd167ac-c51e-494a-a401-f81d135d1bf7","CMRP2505030","JMO","URC BCFG","URC CAL 2 SCADA Migration WinCC V8","OP30","Submitted","GO","869000","2025-05-06T16:00:00.000Z","2025-05-01T16:00:00.000Z","","23May Budgetary; 01Jul, PR sent to Procurement for approval: 08Aug budgeted for 2026"
"202f1932-3e50-490d-8623-585e365e5aa8","","RTR","","Aboitiz EAUC Amtek Annunciator Panel Replacement","","","DECLINE","","2025-05-06T16:00:00.000Z","","",""
"771a56aa-f141-44eb-a550-15c6f7c6644d","CMRP","JMO","URC BCFG","URC Calamba 1_Repair Power Module for ATLAS COPCO Compressor","","","DECLINE","","2025-05-06T16:00:00.000Z","2025-05-06T16:00:00.000Z","2025-05-07T16:00:00.000Z","May19: component not Siemens PLC per RJ but Atlas Copco Proprietary"
"c997e006-8abe-4ba4-9e8b-2c1887c4317d","","RTR","","Siemens ACI Boysen Banawe Control Upgrade Engineering Services","","Submitted","GO","1775612.46","2025-05-06T16:00:00.000Z","2025-05-05T16:00:00.000Z","2025-05-08T16:00:00.000Z",""
"f30928c0-d712-4299-8789-bb4cbfe7f41e","CMRP25050208","NSG","NCC","NCC Hardwares for the Integration of SCHENCK (A & B) Flowmeters","OP60","Submitted","GO","758329.78","2025-05-06T16:00:00.000Z","2025-05-04T16:00:00.000Z","2025-05-18T16:00:00.000Z","May 19: For submission today"
"644d6af4-7683-4e7e-88e1-c99535167d4c","","RTR","YHS (Cambodia) Food & Beverage Pte Ltd","YHS Cambodia Engineering Support Services","OP100","Submitted","GO","32045.24","2025-05-05T16:00:00.000Z","2025-04-28T16:00:00.000Z","",""
"0604d260-9a7e-4233-8d16-99673532d762","CMRP25050211","ISP","Leslie Corporation","Leslies FDAS Repair / Reactivation and Smoke Detector Relocation","LOST","Submitted","GO","1779876.25","2025-05-04T16:00:00.000Z","2025-05-05T16:00:00.000Z","2025-05-05T16:00:00.000Z","May05:
- takeoff done. for commercial prep"
"521965fe-e8e4-40ed-b610-0da63a92dbf8","","CBD","Asia Affinity Property Management","E-Commerce FDAS Rehab","Inactive","Submitted","GO","2170911.12","2025-05-04T16:00:00.000Z","2025-05-04T16:00:00.000Z","2025-06-03T16:00:00.000Z",""
"b41b632f-d24e-4aa6-881b-bb3a568751f6","CMRP","CBD","Megaworld","Westside City CCTV","","","DECLINE","","2025-05-04T16:00:00.000Z","2025-05-04T16:00:00.000Z","","May 19: last friday received docs"
"940d23b1-99ee-466c-aab8-265752905042","CMRP25030129","NSG","SCII","SCII Supply of MPS and Battery","OP100","Submitted","GO","30008.65","2025-05-04T16:00:00.000Z","2025-04-22T16:00:00.000Z","2025-04-22T16:00:00.000Z","SCII_7300002902"
"eee6c0b4-ed33-40cf-b1dc-d2ca693826d5","CMRP25040198","NSG","Digitally Intelligent Facility Systems, Inc.","Difsys Supply of Fabricated Enclosure","OP30","Submitted","GO","207117.19","2025-05-04T16:00:00.000Z","2025-05-04T16:00:00.000Z","2025-05-04T16:00:00.000Z",""
"90bdb6e7-8d45-400f-bf93-3b18b74e5f70","CMRP25080369","CBD","Asia Affinity Property Management","AAI Digital Meters DFC","OP30","Submitted","GO","2842774.49","2025-05-01T16:00:00.000Z","","",""
"0070202d-e0e1-4f12-9777-348db40229e8","CMRP25050236","CBD","Asia Affinity Property Management","AAI Digital Meters 2WS 3WS","OP30","Submitted","GO","5803728.39","2025-05-01T16:00:00.000Z","","",""
"43dad05d-3c79-4c2d-a060-ad2a6428ab9e","CMRP25080367","CBD","Asia Affinity Property Management","AAI Digital Meters McWest 1 2 5","OP30","Submitted","GO","5700019.67","2025-05-01T16:00:00.000Z","","",""
"7c2834e6-4554-4a37-bbfb-faab75ed01cb","CMRP25050237","CBD","Asia Affinity Property Management","AAI Digital Meters 8UM","OP30","Submitted","GO","3826934.72","2025-05-01T16:00:00.000Z","","",""
"96a2c820-3aa6-48b3-8777-f28af271dcb7","CMRP25050235","CBD","Asia Affinity Property Management","AAI Digital Meters 2FP","OP30","Submitted","GO","3324127.17","2025-05-01T16:00:00.000Z","","",""
"71b02f80-981c-4ad2-b815-843b50fd47cd","CMRP25080366","CBD","Asia Affinity Property Management","AAI Digital Meters IPC WFP","OP30","Submitted","GO","13938015.42","2025-05-01T16:00:00.000Z","","",""
"e25535cb-0287-47f0-a1e2-81074e0707d8","CMRP25050234","CBD","Asia Affinity Property Management","AAI Digital Meters 1LG","OP30","Submitted","GO","8073631.56","2025-05-01T16:00:00.000Z","","",""
"5044ccf0-4e3d-4600-a2df-47f997cf29ae","CMRP25050244","CBD","Applied Thermal Technology Solution Coporation","RCBC Chiller #1 ACB Replacement","OP100","Submitted","GO","798934.25","2025-05-01T16:00:00.000Z","2025-05-01T16:00:00.000Z","","Sep15 (completed) | Sep16 (signed completion)"
"f66408f8-ce58-48a3-8fc5-e04cd7cd37d5","CMRP25080368","CBD","Asia Affinity Property Management","AAI Digital Meters 10WC","OP30","Submitted","GO","3929353.92","2025-05-01T16:00:00.000Z","","",""
"82ac4973-4e02-4e72-a71c-633a91bcdedc","CMRP25050239","CBD","Asia Affinity Property Management","AAI Digital Meters ECOM","OP30","Submitted","GO","14200601.77","2025-05-01T16:00:00.000Z","","",""
"0b687511-90e3-4b3e-ab40-7b7f106625bb","CMRP25050215","CBD","Asia Affinity Property Management","AAI Digital Meters 1FP","OP30","Submitted","GO","3565645.74","2025-05-01T16:00:00.000Z","","",""
"e4ca47a6-5ccd-47be-b697-2e23e24495fc","CMRP25050238","CBD","Asia Affinity Property Management","AAI Digital Meters 1800 1880","OP30","Submitted","GO","17060112.11","2025-05-01T16:00:00.000Z","","",""
"29207523-1bad-4165-8372-574851a94184","CMRP","JMO","URC BCFG","URC San Pablo_ June-July Annual PM of Substation 1 and 2","","","DECLINE","","2025-04-29T16:00:00.000Z","2025-04-29T16:00:00.000Z","2025-05-15T16:00:00.000Z","May19: overdue date, no quotation from RUA. for decline"
"847df3d3-5691-45ee-a826-fd191fc69509","CMRP25050204","JMO","URC BCFG","URC SP 2 _ Structural Analysis & Integrity Certification (PR 1200018291)","OP100","Submitted","GO","128482.63","2025-04-27T16:00:00.000Z","2025-06-15T16:00:00.000Z","2025-06-15T16:00:00.000Z","PO# 400172784 25-July-2025. Due 30-Aug"
"bb7ff3a8-a325-438b-8a82-29bb66fabb94","CMRP25050205","JMO","URC BCFG","URC Cavite_ Structural Analysis & Integrity Certification (PR1200018105)","OP100","Submitted","GO","168805.92","2025-04-27T16:00:00.000Z","2025-04-27T16:00:00.000Z","2025-05-05T16:00:00.000Z","PO# 0400172360 20-June-2025; Due 30-July; Inv. 0300 30Jul2025"
"57375359-12db-4754-b129-087d51d56887","CMRP","JMO","PEPSI Cola","Pepsi Cola_ Sto Tomas,- Electrical Repair of Fire Pump Motor","","Not Yet Started","Pending","","2025-04-27T16:00:00.000Z","2025-04-27T16:00:00.000Z","","RFQ by Roxlee Manay , 19May awaiting official RFQ"
"15af9255-ee5a-4aaf-9f56-251decc12329","CMRP25050212","JMO","URC BCFG","URC Canlubang_Annual PM/Cleaning 1MWp Solar PV System (PR 1000120456)","Inactive","Submitted","GO","583000","2025-04-27T16:00:00.000Z","2025-04-27T16:00:00.000Z","2025-05-08T16:00:00.000Z","13May Budgetary, 340k SESCO Offer: 01Aug no changes for ff-up by Boni to Laiza; 04Sep Corporate project deferred per sir Boni"
"8d81e2ac-8e2b-4d6c-9471-a907743cc7fe","CMRP25040199","NSG","Twinfra Corporation","Twinfra Supply of Letatwin Tag Printer","OP30","Submitted","GO","103603.83","2025-04-27T16:00:00.000Z","2025-04-27T16:00:00.000Z","",""
"4d737b98-a1b8-409d-88ea-a5b7020606df","","RTR","Siemens","Siemens RCC - Crane System Upgrade","","No Decision Yet","GO","","2025-04-24T16:00:00.000Z","2025-04-14T16:00:00.000Z","","Apr25:
-RFQ was sent to JKC last Apr15
- Requested for further info, and if opp is still open
Apr29:
-ffup Siemens for requested info
May19: to check with siemens if still open"
"c3f4bec0-7a89-4b5f-b9dc-ff6ed06ba76e","CMRP","JMO","URC BCFG","NURC Tarlac_Supply & Install PAGM System (PR PR 1200017503 )","","","DECLINE","","2025-04-24T16:00:00.000Z","2025-04-24T16:00:00.000Z","","28Apr: for Subcon to PDXTech w/ plan;May19, for No quote"
"62ad508b-a441-4d4e-af7f-4b26af6869de","CMRP25040196","NSG","Advantage Concrete Industries Corporation","ACIC MCC Cement Mill & Packhouse","OP30","Submitted","GO","40105122.18","2025-04-24T16:00:00.000Z","2025-04-24T16:00:00.000Z","2025-04-24T16:00:00.000Z",""
"48324cd0-a5af-488c-86f5-2b62b0e63dfd","CMRP25050214","JMO","URC BCFG","URC San Pedro 1_Installation 2-CCTVs at DC Warehouse (PR1200017009)","OP60","Submitted","GO","255000","2025-04-24T16:00:00.000Z","2025-07-06T16:00:00.000Z","2025-07-10T16:00:00.000Z","11Jul Rev1 Layout-based; 29July BAFO short of 200k Budget; 08 Aug BoM for reduction to meet budget"
"88e0ef7e-853c-48ff-bbf2-494ce4565699","CMRP25050213","JMO","URC BCFG","URC San Pedro 1_Installation 3-CCTVs at RM Warehouse (PR1200017008)","OP60","Submitted","GO","200000","2025-04-24T16:00:00.000Z","2025-07-06T16:00:00.000Z","2025-07-10T16:00:00.000Z","11Jul Rev1 Layout-based; 29July BAFO short of 200k Budget; 08 Aug BoM for reduction to meet budget; 01Sep Conduit OSM to meet 200k budget"
"8ad0bdc2-1658-43dd-ab2f-e475be857f87","CMRP25040186","LOS","ALogis Artico, Inc.","AAI Vermosa Cold Storage MCC and EE Works","","Ongoing","GO","","2025-04-23T16:00:00.000Z","2025-04-21T16:00:00.000Z","","Apr24:
- MCC motor pump no plan, need to request to client
May05:
- for support with ASB to finalize consumeables
May19: 
- for Approval"
"451167a2-f659-499f-b9d1-25e083cad469","CMRP25040194","NSG","Twinfra Corporation","Twinfra Supply of Fabricated Panel","OP30","Submitted","GO","28467.41","2025-04-23T16:00:00.000Z","2025-04-23T16:00:00.000Z","",""
"b06846b7-c747-4a38-adaf-afb23f3ffe18","CMRP25040193","NSG","Twinfra Corporation","Twinfra Supply of IP65 VFD","OP30","Submitted","GO","568664.61","2025-04-23T16:00:00.000Z","2025-04-23T16:00:00.000Z","",""
"d7e195fc-ce85-40f6-8365-6dad5f7d71fa","CMRP25040195","LOS","Laguna Water","Laguna Water AVR 125kVA","OP30","Submitted","GO","475625.00","2025-04-23T16:00:00.000Z","2025-04-23T16:00:00.000Z","",""
"04158a4e-0b88-405a-8e5c-fe87eb7a2894","CMRP25040189","NSG","Nexperia Philippines, Inc","Nexperia BMS Training","OP30","Submitted","GO","10000","2025-04-22T16:00:00.000Z","2025-04-22T16:00:00.000Z","2025-04-22T16:00:00.000Z",""
"75cc89dd-fc6a-4fb0-a22d-340806e0af87","CMRP","CBD","Archipelago Builders Corporation","MRT7 Station 9 VO (Works)","OP100","Submitted","GO","232142.86","2025-04-22T16:00:00.000Z","","","Included in billing for FDAS and ACS original contract"
"b219ee42-fa87-4152-82dc-c727046a4906","","CBD","ACEN","SLTEC Design and Installation of Sprinkler System","","","DECLINE","","2025-04-22T16:00:00.000Z","2025-04-22T16:00:00.000Z","2025-05-05T16:00:00.000Z","no response from end user"
"e4b882d7-61d2-46fd-ab63-d2a689326bb8","CMRP25040197","JMO","URC BCFG","URC Malvar NSX Bldg. Lines Dosing Automation","LOST","Submitted","GO","16634666.85","2025-04-22T16:00:00.000Z","2025-06-16T16:00:00.000Z","2025-06-16T16:00:00.000Z","20May budgetary; 05June post E+H Qtn; 17June SSW Offer won by Jupp"
"f24fb7fa-3ddb-43d0-a97e-2bee54636935","CMRP","JMO","MAYNILAD Water","Maintenance Service Agreement NS2550A)– Electrical System of WSO Facilities (2 years)","","On-Going","GO","","2025-04-22T16:00:00.000Z","2025-04-22T16:00:00.000Z","","11June, Pre-Bid; 24July Last South Grp 3 Site Inspection
12Sep advisory for 24Sep site visit of last South Group 3"
"9f39c878-07e5-4887-8dba-78083705cd6f","CMRP25040192","CBD","ACEN","SLTEC Stand-alone PLC Upgrade","OP100","Submitted","GO","957590.87","2025-04-22T16:00:00.000Z","2025-04-22T16:00:00.000Z","2025-05-05T16:00:00.000Z","Continue the works on September 22"
"e35f9fce-8c62-4e90-98bc-1ce8098d5053","CMRP25040190","NSG","Advantage Concrete Industries Corporation","ACIC VFD with Free Standing Panel","OP30","Submitted","GO","836751.62","2025-04-22T16:00:00.000Z","2025-04-22T16:00:00.000Z","",""
"874921a9-3b3b-44c5-b1aa-12e3255a30d0","CMRP","CBD","Archipelago Builders Corporation","MRT7 Station 9 VO (CAD)","OP100","Submitted","GO","80357.14","2025-04-22T16:00:00.000Z","","","Completed but not sure if collected"
"ff6ad8cd-8b57-4d82-9121-471b4f437cb0","CMRP25030121A","JMO","URC AIG","Replacement of Existing Expander Line Control in Concrete Silo","OP30","Submitted","GO","1810032.02","2025-04-15T16:00:00.000Z","2025-04-07T16:00:00.000Z","2025-04-15T16:00:00.000Z","26May; for client revision due to budget constraint"
"d36162fc-f5f7-4324-a168-7098e0f9315b","CMRP25040174","NSG","Digitally Intelligent Facility Systems, Inc.","Difsys Supply of XTRI Module","OP30","Submitted","GO","5228.21","2025-04-14T16:00:00.000Z","2025-04-14T16:00:00.000Z","2025-04-14T16:00:00.000Z",""
"032f00db-6c83-466b-bca5-824d87ca5dfe","CMRP24110478A","CBD","Grand Apex Construction Inc.","MRT7 Station 2 EE works","OP30","Submitted","GO","13068720.42","2025-04-13T16:00:00.000Z","2025-04-01T16:00:00.000Z","",""
"d9c6ea10-3de8-40dc-a0a4-a229f56232c3","CMRP25040164","LOS","Laguna Water","Laguna Water PQM and EMS - Water Pump Station","OP30","Submitted","GO","1200000.00","2025-04-13T16:00:00.000Z","2025-04-13T16:00:00.000Z","",""
"dc8d923f-4b0b-4748-9c0f-53a6a326ae73","CMRP25040185","LOS","Texas Instruments Philippines, Inc.","TIPI Baguio R2 Electrical System SCADA Integration","OP30","Submitted","GO","3053090.77","2025-04-13T16:00:00.000Z","","","Apr24:
-Technical Prop submitted today
Apr25:
-Client sent revised BOM and new Drawings"
"de626548-0d47-454e-8183-de5f1d41551a","CMRP25010006A","CBD","Applied Thermal Technology Solution Coporation","RCBC Chiller #5 ACB accessories","OP100","Submitted","GO","80357.14","2025-04-11T16:00:00.000Z","2025-04-06T16:00:00.000Z","","Completed and collected"
"d9bbe10e-206d-4702-97a7-5416b2612b09","CMRP25030135","NSG","BBP","BBP Ascott Megger Testing","OP30","Submitted","GO","67431","2025-04-10T16:00:00.000Z","2025-04-10T16:00:00.000Z","",""
"d1390221-0601-49e7-ba2b-594f8b8e66c2","CMRP25040167","NSG","URC SURE","URC Sonedco Supply of Siemens Power Supply (1000135280)","OP30","Submitted","GO","193668.32","2025-04-10T16:00:00.000Z","2025-04-10T16:00:00.000Z","2025-04-17T16:00:00.000Z",""
"d0a1503b-4da6-475c-90ab-ae0522f61a1e","CMRP25040166","NSG","Applied Thermal Technology Solution Coporation","Brent Additional Temp Sensor and Outdoor RH Temp","OP30","Submitted","GO","244020","2025-04-09T16:00:00.000Z","2025-04-09T16:00:00.000Z","",""
"adf85883-724d-43d6-9c98-1ceea9a89de3","CMRP","JMO","URC BCFG","URC Binan  Holy Week Transformers PM (PR  1000138203)","","","DECLINE","","2025-04-09T16:00:00.000Z","2025-04-01T16:00:00.000Z","2025-04-13T16:00:00.000Z","RUA Not Availble/Booked"
"e765f7f4-b6be-4133-8a33-cd1b92510953","","","","Siemens D&L Programming (dotX)","","","","","2025-04-07T16:00:00.000Z","","",""
"bf868df5-280c-452b-9a23-f5b7d4265109","CMRP","","URC SURE","SURE Bais_ WTP LCD Replacement Annual PM (PR 1000134530)","","","DECLINE","","2025-04-06T16:00:00.000Z","2025-04-06T16:00:00.000Z","2025-04-13T16:00:00.000Z",""
